work_id,mp_id,mp_name,state,constituency,district,house,year,category,fund_received_cr,sanctioned_amount_cr,final_expenditure_cr,sanction_date,status,completion_date,implementing_agency,sc_st_area,data_source,utilization_pct
REAL-120,MP0118,Shri. Sandosh Kumar P,Kerala,Kannur,Kannur,Parliamentary Member,2025,All recommended works,2.5,2.91,0.05,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-121,MP0119,Jebi Mather Hisham,Kerala,Alappuzha,Alappuzha,Parliamentary Member,2025,All recommended works,2.5,2.54,0.05,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-122,MP0120,Shri. John Brittas,Kerala,Thiruvananthapuram,Thiruvananthapuram,Parliamentary Member,2025,All recommended works,2.0,7.61,0.55,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,27.5
REAL-123,MP0121,Sh. Elamaram Kareem,Kerala,Kozhikode,Kozhikode,Parliamentary Member,2025,All recommended works,9.5,12.42,5.35,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,56.3
REAL-124,MP0114,Shri. Abdul Wahab,Kerala,Malappuram,Malappuram,Parliamentary Member,2025,All recommended works,2.0,0.4,0.04,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-125,MP0122,Shri. K.K Ragesh,Kerala,Kannur,Kannur,Parliamentary Member,2025,All recommended works,22.5,40.29,20.69,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,92.0
REAL-126,MP0123,M P Veerendra Kumar,Kerala,Wayanad,Wayanad,Parliamentary Member,2025,All recommended works,7.5,8.08,3.77,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,50.3
REAL-127,MP0124,Vayalar Ravi,Kerala,Alappuzha,Alappuzha,Parliamentary Member,2025,All recommended works,53.5,68.44,55.92,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,104.5
REAL-128,MP0125,Shri. A.A. Rahim,Kerala,Thiruvananthapuram,Thiruvananthapuram,Parliamentary Member,2025,All recommended works,2.5,2.31,0.05,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-129,MP0126,A.K. Antony,Kerala,Alappuzha,Alappuzha,Parliamentary Member,2025,All recommended works,54.5,69.54,54.79,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,100.5
REAL-130,MP0127,Shri. M.V.shreyams Kumar,Kerala,Wayanad,Wayanad,Parliamentary Member,2025,All recommended works,2.0,2.15,0.18,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,9.0
REAL-131,MP0128,V. Sivadasan,Kerala,Kannur,Kannur,Parliamentary Member,2025,All recommended works,2.0,1.1,0.04,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-132,MP0129,Sumer Singh Solanki,Madhya Pradesh,Badwani,Badwani,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-133,MP0130,Shri. M.J. Akbar,Madhya Pradesh,Bhopal,Bhopal,Parliamentary Member,2025,All recommended works,22.0,23.59,20.38,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,92.6
REAL-134,MP0131,Vivek K. Tankha,Madhya Pradesh,Jabalpur,Jabalpur,Parliamentary Member,2025,All recommended works,2.5,2.35,1.24,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,49.6
REAL-135,MP0132,Sampatiya Uikey,Madhya Pradesh,Mandla,Mandla,Parliamentary Member,2025,All recommended works,29.5,45.87,28.71,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,97.3
REAL-136,MP0133,Shri. Jyotiraditya M. Scindia,Madhya Pradesh,Ashok Nagar,Ashok Nagar,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-137,MP0134,Ajay Pratap Singh,Madhya Pradesh,Singrauli,Singrauli,Parliamentary Member,2025,All recommended works,12.0,8.58,7.64,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,63.7
REAL-138,MP0135,Thawar Chand,Madhya Pradesh,Ujjain,Ujjain,Parliamentary Member,2025,All recommended works,10.0,14.72,10.43,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,104.3
REAL-139,MP0136,Shri. Vivek K. Tankha,Madhya Pradesh,Jabalpur,Jabalpur,Parliamentary Member,2025,All recommended works,22.0,25.14,22.38,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,101.7
REAL-140,MP0137,Rajmani Patel,Madhya Pradesh,Rewa,Rewa,Parliamentary Member,2025,All recommended works,14.5,15.34,13.74,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,94.8
REAL-141,MP0138,Sumitra Balmik,Madhya Pradesh,Jabalpur,Jabalpur,Parliamentary Member,2025,All recommended works,5.0,2.36,1.73,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,34.6
REAL-142,MP0139,Shri. Digvijay Singh,Madhya Pradesh,Bhopal,Bhopal,Parliamentary Member,2025,All recommended works,7.0,5.19,4.79,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,68.4
REAL-143,MP0140,Kailash Soni,Madhya Pradesh,Narsinghpur,Narsinghpur,Parliamentary Member,2025,All recommended works,14.5,12.62,12.46,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,85.9
REAL-144,MP0141,Sh. L. Murugan,Madhya Pradesh,Chhindwara,Chhindwara,Parliamentary Member,2025,All recommended works,2.0,0.0,0.04,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-145,MP0142,Dharmendra Pradhan,Madhya Pradesh,Sehore,Sehore,Parliamentary Member,2025,All recommended works,7.5,4.44,4.59,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,61.2
REAL-146,MP0143,Kavita Patidar,Madhya Pradesh,Indore,Indore,Parliamentary Member,2025,All recommended works,5.0,2.42,0.43,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,8.6
REAL-147,MP0144,Sulata Deo,Madhya Pradesh,,,Parliamentary Member,2025,All recommended works,0.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0
REAL-148,MP0145,Praful Patel,Maharashtra,Gondia,Gondia,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-149,MP0146,Imran Pratapgarhi,Maharashtra,Mumbai City,Mumbai City,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-150,MP0147,Prakash Javadekar,Maharashtra,Pune,Pune,Parliamentary Member,2025,All recommended works,5.0,7.2,2.4,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,48.0
REAL-151,MP0148,Sh. Praful Patel,Maharashtra,Gondia,Gondia,Parliamentary Member,2025,All recommended works,15.13,17.12,10.34,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,68.3
REAL-152,MP0149,Narayan Rane,Maharashtra,Sindhudurg,Sindhudurg,Parliamentary Member,2025,All recommended works,7.5,15.15,6.59,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,87.9
REAL-153,MP0150,Dhananjay Bhimrao Mahadik,Maharashtra,Kolhapur,Kolhapur,Parliamentary Member,2025,All recommended works,2.5,0.75,0.05,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-154,MP0151,Ketkar Keshav Chintaman,Maharashtra,Thane,Thane,Parliamentary Member,2025,All recommended works,12.0,13.7,10.91,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,90.9
REAL-155,MP0152,Shri. Sharad Pawar,Maharashtra,Pune,Pune,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-156,MP0153,Shrimant Udayanraje Pratapsinghmaharaj Bhonsle,Maharashtra,Satara,Satara,Parliamentary Member,2025,All recommended works,2.0,2.75,0.87,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,43.5
REAL-157,MP0154,Vikas Mahatme,Maharashtra,Nagpur,Nagpur,Parliamentary Member,2025,All recommended works,15.13,21.18,15.77,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,104.2
REAL-158,MP0155,Shri. Vinay P. Sahasrabuddhe,Maharashtra,Thane,Thane,Parliamentary Member,2025,All recommended works,15.13,25.72,16.28,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,107.6
REAL-159,MP0156,Sanjay Raut,Maharashtra,Mumbai Suburban,Mumbai Suburban,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-160,MP0157,Bhgawat Kishanrao Karad,Maharashtra,Aurangabad,Aurangabad,Parliamentary Member,2025,All recommended works,4.5,5.46,3.11,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,69.1
REAL-161,MP0158,P. Chidambaram,Maharashtra,Mumbai City,Mumbai City,Parliamentary Member,2025,All recommended works,12.63,14.74,11.18,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,88.5
REAL-162,MP0159,Priyanka Vickram Chaturvedi,Maharashtra,Mumbai Suburban,Mumbai Suburban,Parliamentary Member,2025,All recommended works,2.0,0.1,0.04,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-163,MP0160,Shri. Rajeev Satav,Maharashtra,Hingoli,Hingoli,Parliamentary Member,2025,All recommended works,0.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0
REAL-164,MP0161,Rajani Ashokrao Patil,Maharashtra,Beed,Beed,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-165,MP0162,Anil Desai,Maharashtra,Mumbai City,Mumbai City,Parliamentary Member,2025,All recommended works,7.5,15.45,5.89,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,78.5
REAL-166,MP0163,Sh. Piyush Goyal,Maharashtra,Mumbai City,Mumbai City,Parliamentary Member,2025,All recommended works,7.63,21.32,8.69,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,113.9
REAL-167,MP0164,Sh. Sanjay Raut,Maharashtra,Mumbai Suburban,Mumbai Suburban,Parliamentary Member,2025,All recommended works,10.13,17.68,12.54,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,123.8
REAL-168,MP0165,Vandana Chavan,Maharashtra,Pune,Pune,Parliamentary Member,2025,All recommended works,10.0,9.36,6.35,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,63.5
REAL-169,MP0166,Anil Sukhdeorao Bonde,Maharashtra,Amravati,Amravati,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-170,MP0167,Piyush Goyal,Maharashtra,Mumbai City,Mumbai City,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-171,MP0168,Fauzia Tahseen Ahmed Khan,Maharashtra,Parbhani,Parbhani,Parliamentary Member,2025,All recommended works,4.5,4.42,1.72,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,38.2
REAL-172,MP0169,Shri. Ramdas Athawale,Maharashtra,Mumbai Suburban,Mumbai Suburban,Parliamentary Member,2025,All recommended works,2.0,7.85,2.5,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,125.0
REAL-173,MP0170,V. Muraleedharan,Maharashtra,Mumbai Suburban,Mumbai Suburban,Parliamentary Member,2025,All recommended works,7.5,9.74,5.18,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,69.1
REAL-174,MP0171,Shri. Maharaja Sanajaoba Leishemba,Manipur,Imphal East,Imphal East,Parliamentary Member,2025,All recommended works,4.5,1.96,1.7,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,37.8
REAL-175,MP0172,Shri. Wanweiroy Kharlukhi,Meghalaya,East Khasi Hills,East Khasi Hills,Parliamentary Member,2025,All recommended works,4.5,1.96,1.8,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,40.0
REAL-176,MP0173,Shri. K. Vanlalvena,Mizoram,Aizawl,Aizawl,Parliamentary Member,2025,All recommended works,4.5,4.41,3.94,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,87.6
REAL-177,MP0174,Ronald Sapa Tlau,Mizoram,Aizawl,Aizawl,Parliamentary Member,2025,All recommended works,27.5,27.5,27.98,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,101.7
REAL-178,MP0175,Sh. K.G Kenye,Nagaland,Kohima,Kohima,Parliamentary Member,2025,All recommended works,22.0,20.0,20.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,90.9
REAL-179,MP0176,S.phangnon Konyak,Nagaland,Mon,Mon,Parliamentary Member,2025,All recommended works,5.0,4.9,3.9,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,78.0
REAL-180,MP0177,Shri. Amar Patnaik,Odisha,Sambalpur,Sambalpur,Parliamentary Member,2025,All recommended works,9.5,10.17,7.09,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,74.6
REAL-181,MP0178,Niranjan Bishi,Odisha,Bolangir,Bolangir,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-182,MP0179,Prashanta Nanda,Odisha,Sundargarh,Sundargarh,Parliamentary Member,2025,All recommended works,14.5,15.74,11.54,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,79.6
REAL-183,MP0180,Shri. Prasanna Acharya,Odisha,Baragarh,Baragarh,Parliamentary Member,2025,All recommended works,22.0,22.43,17.91,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,81.4
REAL-184,MP0181,Shri. Bhaskar Rao Nekkanti,Odisha,Rayagada,Rayagada,Parliamentary Member,2025,All recommended works,22.0,26.95,18.73,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,85.1
REAL-185,MP0182,Manas Ranjan Mangaraj,Odisha,Ganjam,Ganjam,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-186,MP0183,Shri. Subhash Chandra Singh,Odisha,Bolangir,Bolangir,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-187,MP0184,Sasmit Patra,Odisha,Sundargarh,Sundargarh,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-188,MP0185,Shri. Muzibulla Khan,Odisha,Khordha,Khordha,Parliamentary Member,2025,All recommended works,4.5,12.09,1.71,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,38.0
REAL-189,MP0144,Sulata Deo,Odisha,Khordha,Khordha,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-190,MP0186,Mamata Mohanta,Odisha,Mayurbhanj,Mayurbhanj,Parliamentary Member,2025,All recommended works,4.5,2.81,1.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,22.2
REAL-191,MP0187,Shri. Sujeet Kumar,Odisha,Kalahandi,Kalahandi,Parliamentary Member,2025,All recommended works,4.5,7.22,2.15,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,47.8
REAL-192,MP0188,Shri. Ashwini Vaishnaw,Odisha,Cuttack,Cuttack,Parliamentary Member,2025,All recommended works,2.5,0.73,0.63,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,25.2
REAL-193,MP0189,Shri. Sasmit Patra,Odisha,Mayurbhanj,Mayurbhanj,Parliamentary Member,2025,All recommended works,9.5,8.41,5.8,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,61.1
REAL-194,MP0190,Shri. S. Selvaganabathy,Puducherry,Pondicherry,Pondicherry,Parliamentary Member,2025,All recommended works,2.0,4.45,0.51,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,25.5
REAL-195,MP0191,N Gokulakrishnan,Puducherry,Pondicherry,Pondicherry,Parliamentary Member,2025,All recommended works,22.5,31.3,22.98,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,102.1
REAL-196,MP0192,Ambika Soni,Punjab,Rupnagar,Rupnagar,Parliamentary Member,2025,All recommended works,10.0,11.86,9.38,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,93.8
REAL-197,MP0193,Shri. Ashok,Punjab,Kapurthala,Kapurthala,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-198,MP0194,Shri. Raghav Chadha,Punjab,Sahibzada Ajit Singh Nagar,Sahibzada Ajit Singh Nagar,Parliamentary Member,2025,All recommended works,2.5,0.0,0.05,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-199,MP0195,Shri. Shamsher Singh Dullo,Punjab,Fatehgarh Sahib,Fatehgarh Sahib,Parliamentary Member,2025,All recommended works,22.0,31.7,18.64,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,84.7
REAL-200,MP0196,Shri. Sandeep Kumar Pathak,Punjab,Firozepur,Firozepur,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-201,MP0197,Sukhdev Singh Dhindsa,Punjab,Sangrur,Sangrur,Parliamentary Member,2025,All recommended works,49.0,54.26,45.84,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,93.6
REAL-202,MP0198,Shri. Shwait Malik,Punjab,Amritsar,Amritsar,Parliamentary Member,2025,All recommended works,15.0,16.65,13.82,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,92.1
REAL-203,MP0199,Sardar Balwinder Singh Bhunder,Punjab,Mansa,Mansa,Parliamentary Member,2025,All recommended works,22.0,26.17,21.28,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,96.7
REAL-204,MP0200,Vikramjit Singh Sahney,Punjab,Sahibzada Ajit Singh Nagar,Sahibzada Ajit Singh Nagar,Parliamentary Member,2025,All recommended works,2.5,2.24,0.05,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-205,MP0201,Shri. Sanjeev Arora,Punjab,Ludhiana,Ludhiana,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-206,MP0202,Sant Balbir Singh,Punjab,Jalandhar,Jalandhar,Parliamentary Member,2025,All recommended works,2.5,3.79,0.34,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,13.6
REAL-207,MP0203,Sh. Naresh Gujral,Punjab,Jalandhar,Jalandhar,Parliamentary Member,2025,All recommended works,15.0,24.19,18.05,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,120.3
REAL-208,MP0204,Shri. Harbhajan Singh,Punjab,Jalandhar,Jalandhar,Parliamentary Member,2025,All recommended works,2.5,1.91,0.23,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,9.2
REAL-209,MP0205,Pratap Singh Bajwa,Punjab,Gurdaspur,Gurdaspur,Parliamentary Member,2025,All recommended works,17.5,21.43,14.3,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,81.7
REAL-210,MP0206,Mukul Balkrishna Wasnik,Rajasthan,Jaipur,Jaipur,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-211,MP0207,Shri. Neeraj Dangi,Rajasthan,Sirohi,Sirohi,Parliamentary Member,2025,All recommended works,4.5,3.28,1.8,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,40.0
REAL-212,MP0208,Shri. Harshvardhan Singh Dungarpur,Rajasthan,Dungarpur,Dungarpur,Parliamentary Member,2025,All recommended works,17.5,26.65,15.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,85.7
REAL-213,MP0209,Shri. Ram Kumar Verma,Rajasthan,Dausa,Dausa,Parliamentary Member,2025,All recommended works,22.0,19.12,19.51,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,88.7
REAL-214,MP0210,Shri. K.J. Alphons,Rajasthan,Jaipur,Jaipur,Parliamentary Member,2025,All recommended works,14.5,17.62,12.68,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,87.4
REAL-215,MP0211,Randeep Singh Surjewala,Rajasthan,Jaipur,Jaipur,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-216,MP0212,Pramod Tiwari,Rajasthan,Jaipur,Jaipur,Parliamentary Member,2025,All recommended works,0.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0
REAL-217,MP0213,Shri. Om Prakash Mathur,Rajasthan,Jaipur,Jaipur,Parliamentary Member,2025,All recommended works,19.5,25.99,18.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,92.3
REAL-218,MP0214,Shri. Rajendra Gehlot,Rajasthan,Jodhpur,Jodhpur,Parliamentary Member,2025,All recommended works,4.5,8.36,1.94,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,43.1
REAL-219,MP0215,Manmohan Singh,Rajasthan,Jaipur,Jaipur,Parliamentary Member,2025,All recommended works,7.0,8.68,3.77,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,53.9
REAL-220,MP0216,Ghanshyam Tiwari,Rajasthan,Jaipur,Jaipur,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-221,MP0217,Kirodi Lal,Rajasthan,Dausa,Dausa,Parliamentary Member,2025,All recommended works,14.5,15.81,13.33,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,91.9
REAL-222,MP0218,Bhupender Yadav,Rajasthan,Ajmer,Ajmer,Parliamentary Member,2025,All recommended works,7.5,7.11,2.63,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,35.1
REAL-223,MP0219,Shri. K.C Venugopal,Rajasthan,Jaipur,Jaipur,Parliamentary Member,2025,All recommended works,2.0,1.13,0.04,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-224,MP0220,Hishey Lachungpa,Sikkim,East District,East District,Parliamentary Member,2025,All recommended works,12.0,17.82,13.28,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,110.7
REAL-225,MP0221,Shri. R. Vaithilingam,Tamil Nadu,Thanjavur,Thanjavur,Parliamentary Member,2025,All recommended works,15.0,22.48,12.54,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,83.6
REAL-226,MP0222,Shri. T.K.S Elangovan,Tamil Nadu,Chennai,Chennai,Parliamentary Member,2025,All recommended works,22.0,22.17,19.57,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,89.0
REAL-227,MP0223,N. Chandrasegharan,Tamil Nadu,Salem,Salem,Parliamentary Member,2025,All recommended works,0.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0
REAL-228,MP0224,Shri. P. Wilson,Tamil Nadu,Chennai,Chennai,Parliamentary Member,2025,All recommended works,4.5,2.49,2.45,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,54.4
REAL-229,MP0225,Shri. P. Selvarasu,Tamil Nadu,Erode,Erode,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-230,MP0226,Shri. S.R Balasubramonian,Tamil Nadu,Coimbatore,Coimbatore,Parliamentary Member,2025,All recommended works,22.0,20.63,18.25,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,83.0
REAL-231,MP0227,K.R.N Rajeshkumar,Tamil Nadu,Namakkal,Namakkal,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-232,MP0228,A. Navneethakrishnan,Tamil Nadu,Chennai,Chennai,Parliamentary Member,2025,All recommended works,27.5,42.78,33.23,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,120.8
REAL-233,MP0229,Kanimozhi NVN Somu,Tamil Nadu,Chennai,Chennai,Parliamentary Member,2025,All recommended works,4.5,6.89,1.95,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,43.3
REAL-234,MP0230,Anbumani Ramadoss,Tamil Nadu,Dharmapuri,Dharmapuri,Parliamentary Member,2025,All recommended works,4.5,5.92,2.77,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,61.6
REAL-235,MP0231,C.VE Shanmugam,Tamil Nadu,Villupuram,Villupuram,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-236,MP0158,P. Chidambaram,Tamil Nadu,Sivaganga,Sivaganga,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-237,MP0232,Shri. M.mohamed Abdulla,Tamil Nadu,Pudukkottai,Pudukkottai,Parliamentary Member,2025,All recommended works,2.0,2.94,1.69,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,84.5
REAL-238,MP0233,Shri. M Shanmugam,Tamil Nadu,Thanjavur,Thanjavur,Parliamentary Member,2025,All recommended works,7.0,9.16,4.52,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,64.6
REAL-239,MP0234,Shri. Tiruchi Siva,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Parliamentary Member,2025,All recommended works,4.5,6.35,3.52,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,78.2
REAL-240,MP0235,Shri. N Chandrasegharan,Tamil Nadu,Salem,Salem,Parliamentary Member,2025,All recommended works,4.5,3.28,2.39,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,53.1
REAL-241,MP0236,Shri. M. Thambidurai,Tamil Nadu,Krishnagiri,Krishnagiri,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-242,MP0237,Shri. K. P. Munusamy,Tamil Nadu,,,Parliamentary Member,2025,All recommended works,0.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0
REAL-243,MP0238,R. S. Bharthi,Tamil Nadu,Chennai,Chennai,Parliamentary Member,2025,All recommended works,22.0,22.04,19.93,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,90.6
REAL-244,MP0239,M. Shanmugam,Tamil Nadu,Thanjavur,Thanjavur,Parliamentary Member,2025,All recommended works,0.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0
