work_id,mp_id,mp_name,state,constituency,district,house,year,category,fund_received_cr,sanctioned_amount_cr,final_expenditure_cr,sanction_date,status,completion_date,implementing_agency,sc_st_area,data_source,utilization_pct
REAL-245,MP0240,A. Mohannedjan,Tamil Nadu,Vellore,Vellore,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-246,MP0241,Shri. N.R. Elango,Tamil Nadu,Chennai,Chennai,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-247,MP0242,R. Girirajan,Tamil Nadu,Tiruvallur,Tiruvallur,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-248,MP0243,S Kalyanasundaram,Tamil Nadu,Thanjavur,Thanjavur,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-249,MP0244,Sh. A Vijaykumar,Tamil Nadu,Kanniyakumari,Kanniyakumari,Parliamentary Member,2025,All recommended works,20.0,22.33,17.46,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,87.3
REAL-250,MP0245,Shri. K. R. N. Rajeshkumar,Tamil Nadu,Namakkal,Namakkal,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-251,MP0246,R. Dharmar,Tamil Nadu,Ramanathapuram,Ramanathapuram,Parliamentary Member,2025,All recommended works,0.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0
REAL-252,MP0247,Shri. G. K. Vasan,Tamil Nadu,Thanjavur,Thanjavur,Parliamentary Member,2025,All recommended works,2.0,5.91,0.04,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-253,MP0248,Shri. Vaiko,Tamil Nadu,Tenkasi,Tenkasi,Parliamentary Member,2025,All recommended works,2.5,4.32,2.36,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,94.4
REAL-254,MP0249,Santhosh Kumar Joganipally,Telangana,Karimnagar,Karimnagar,Parliamentary Member,2025,All recommended works,7.5,8.62,3.83,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,51.1
REAL-255,MP0250,Shri. Lakshmikanta Rao Voditela,Telangana,Karimnagar,Karimnagar,Parliamentary Member,2025,All recommended works,15.0,20.19,14.33,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,95.5
REAL-256,MP0251,K. keshava Rao,Telangana,Hyderabad,Hyderabad,Parliamentary Member,2025,All recommended works,4.5,5.57,1.7,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,37.8
REAL-257,MP0252,Shri. Ravichandra Vaddiraju,Telangana,Khamman,Khamman,Parliamentary Member,2025,All recommended works,2.5,0.0,0.05,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-258,MP0253,Damodar Rao Divakonda,Telangana,Jagtial,Jagtial,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-259,MP0254,Badugula Lingaiah Yadav,Telangana,Suryapet,Suryapet,Parliamentary Member,2025,All recommended works,12.0,13.57,11.57,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,96.4
REAL-260,MP0255,Shri. K. R. Suresh Reddy,Telangana,Nizamabad,Nizamabad,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-261,MP0256,Prakash Banda,Telangana,Hanumakonda,Hanumakonda,Parliamentary Member,2025,All recommended works,2.5,6.46,1.58,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,63.2
REAL-262,MP0257,B. Parthasaradhi Reddy,Telangana,Khamman,Khamman,Parliamentary Member,2025,All recommended works,2.5,0.0,0.05,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-263,MP0258,Shri. Dharmapuri Srinivas,Telangana,Nizamabad,Nizamabad,Parliamentary Member,2025,All recommended works,20.0,28.0,20.32,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,101.6
REAL-264,MP0259,Shri. Manik Saha,Tripura,West Tripura,West Tripura,Parliamentary Member,2025,All recommended works,0.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0
REAL-265,MP0260,Biplab Kumar Deb,Tripura,West Tripura,West Tripura,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-266,MP0261,Jharna Das Baidya,Tripura,West Tripura,West Tripura,Parliamentary Member,2025,All recommended works,49.0,45.65,45.65,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,93.2
REAL-267,MP0262,Ram Gopal Yadav,Uttar Pradesh,Etawah,Etawah,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-268,MP0263,Tazeen Fatma,Uttar Pradesh,Rampur,Rampur,Parliamentary Member,2025,All recommended works,25.0,25.33,25.78,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,103.1
REAL-269,MP0264,Jaya Bachchan,Uttar Pradesh,Bhadohi,Bhadohi,Parliamentary Member,2025,All recommended works,7.5,6.16,6.25,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,83.3
REAL-270,MP0265,G. V. L Narasimha Rao,Uttar Pradesh,Varanasi,Varanasi,Parliamentary Member,2025,All recommended works,7.5,5.57,3.61,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,48.1
REAL-271,MP0266,Sakaldeep,Uttar Pradesh,Ballia,Ballia,Parliamentary Member,2025,All recommended works,10.0,7.48,6.76,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,67.6
REAL-272,MP0267,Sh. Kabil Sibal,Uttar Pradesh,Rae Bareli,Rae Bareli,Parliamentary Member,2025,All recommended works,17.5,21.34,15.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,85.7
REAL-273,MP0268,Beni Prasad Verma,Uttar Pradesh,Barabanki,Barabanki,Parliamentary Member,2025,All recommended works,17.5,17.3,17.47,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,99.8
REAL-274,MP0269,Seema Dwivedi,Uttar Pradesh,Jaunpur,Jaunpur,Parliamentary Member,2025,All recommended works,4.5,3.99,2.39,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,53.1
REAL-275,MP0270,Ravi Prakash Verma,Uttar Pradesh,Kheri,Kheri,Parliamentary Member,2025,All recommended works,27.5,30.44,28.15,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,102.4
REAL-276,MP0271,Sanjay Seth,Uttar Pradesh,Lucknow,Lucknow,Parliamentary Member,2025,All recommended works,5.0,2.04,0.6,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,12.0
REAL-277,MP0272,Arun Singh,Uttar Pradesh,Mirzapur,Mirzapur,Parliamentary Member,2025,All recommended works,2.0,1.26,0.16,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,8.0
REAL-278,MP0273,Sh. P.l Punia,Uttar Pradesh,Barabanki,Barabanki,Parliamentary Member,2025,All recommended works,25.0,24.97,25.08,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,100.3
REAL-279,MP0274,Javed Ali Khan,Uttar Pradesh,Bhimnagar(sambhal),Bhimnagar(sambhal),Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-280,MP0275,Shri. Syed Zafar Islam,Uttar Pradesh,Moradabad,Moradabad,Parliamentary Member,2025,All recommended works,14.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-281,MP0276,Shri. Hardeep Singh Puri,Uttar Pradesh,Sonbhadra,Sonbhadra,Parliamentary Member,2025,All recommended works,2.0,1.99,1.49,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,74.5
REAL-282,MP0277,Shri. Sudhanshu Trivedi,Uttar Pradesh,Lucknow,Lucknow,Parliamentary Member,2025,All recommended works,4.5,4.86,3.35,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,74.4
REAL-283,MP0278,Neeraj Shekhar,Uttar Pradesh,Ballia,Ballia,Parliamentary Member,2025,All recommended works,22.5,28.99,18.61,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,82.7
REAL-284,MP0279,Baburam Nishad,Uttar Pradesh,Hamirpur,Hamirpur,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-285,MP0280,Veer Singh,Uttar Pradesh,Moradabad,Moradabad,Parliamentary Member,2025,All recommended works,62.03,70.26,61.06,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,98.4
REAL-286,MP0281,Shri. Sukhram Singh Yadav,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar,Parliamentary Member,2025,All recommended works,15.0,12.9,12.25,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,81.7
REAL-287,MP0282,Vijay Pal Singh Tomar,Uttar Pradesh,Meerut,Meerut,Parliamentary Member,2025,All recommended works,12.0,12.01,12.16,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,101.3
REAL-288,MP0283,Raja Ram,Uttar Pradesh,Azamgarh,Azamgarh,Parliamentary Member,2025,All recommended works,50.03,49.12,46.67,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,93.3
REAL-289,MP0274,Javed Ali Khan,Uttar Pradesh,Moradabad,Moradabad,Parliamentary Member,2025,All recommended works,27.5,25.78,25.25,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,91.8
REAL-290,MP0284,Shri. Sanjay Seth,Uttar Pradesh,Lucknow,Lucknow,Parliamentary Member,2025,All recommended works,7.0,6.63,5.4,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,77.1
REAL-291,MP0285,Sh. Amar Singh,Uttar Pradesh,Varanasi,Varanasi,Parliamentary Member,2025,All recommended works,5.0,4.57,2.38,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,47.6
REAL-292,MP0286,Kapil Sibal,Uttar Pradesh,Muzaffarnagar,Muzaffarnagar,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-293,MP0287,Laxmikant Bajpayee,Uttar Pradesh,Meerut,Meerut,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-294,MP0288,Arun Jaitley,Uttar Pradesh,Rae Bareli,Rae Bareli,Parliamentary Member,2025,All recommended works,2.5,0.0,2.8,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,112.0
REAL-295,MP0289,Ashok Bajpai,Uttar Pradesh,Lucknow,Lucknow,Parliamentary Member,2025,All recommended works,12.0,10.43,9.17,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,76.4
REAL-296,MP0290,Shri. B. l. Verma,Uttar Pradesh,Budaun,Budaun,Parliamentary Member,2025,All recommended works,2.0,2.0,1.68,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,84.0
REAL-297,MP0291,Hardeep Singh Puri,Uttar Pradesh,Sonbhadra,Sonbhadra,Parliamentary Member,2025,All recommended works,15.0,15.33,12.35,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,82.3
REAL-298,MP0292,Shri. Neeraj Shekhar,Uttar Pradesh,Ballia,Ballia,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-299,MP0293,Harnath Singh Yadav,Uttar Pradesh,Etah,Etah,Parliamentary Member,2025,All recommended works,14.5,12.31,11.09,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,76.5
REAL-300,MP0294,Vishambhar Prasad Nishad,Uttar Pradesh,Banda,Banda,Parliamentary Member,2025,All recommended works,30.0,30.91,28.48,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,94.9
REAL-301,MP0295,Jayant Chaudhary,Uttar Pradesh,Baghpat,Baghpat,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-302,MP0296,Darshana Singh,Uttar Pradesh,Chandauli,Chandauli,Parliamentary Member,2025,All recommended works,2.5,1.49,1.54,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,61.6
REAL-303,MP0297,Mithilesh Kumar,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-304,MP0298,K. Laxman,Uttar Pradesh,Ghaziabad,Ghaziabad,Parliamentary Member,2025,All recommended works,2.5,1.8,0.05,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-305,MP0299,Sh. Ashok Siddharth,Uttar Pradesh,Farrukhabad,Farrukhabad,Parliamentary Member,2025,All recommended works,22.0,20.61,20.11,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,91.4
REAL-306,MP0300,Shri. Brijlal,Uttar Pradesh,Siddharth Nagar,Siddharth Nagar,Parliamentary Member,2025,All recommended works,4.5,2.59,1.8,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,40.0
REAL-307,MP0301,Geeta Alias Chandraprabha,Uttar Pradesh,Auraiya,Auraiya,Parliamentary Member,2025,All recommended works,4.5,2.09,1.87,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,41.6
REAL-308,MP0302,Shri. Ramji,Uttar Pradesh,Kheri,Kheri,Parliamentary Member,2025,All recommended works,7.0,4.58,2.78,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,39.7
REAL-309,MP0303,Radha Mohan Das Agarwal,Uttar Pradesh,Gorakhpur,Gorakhpur,Parliamentary Member,2025,All recommended works,2.5,2.54,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-310,MP0304,Satish Chandra Misra,Uttar Pradesh,Lucknow,Lucknow,Parliamentary Member,2025,All recommended works,5.0,51.86,1.5,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,30.0
REAL-311,MP0305,Kanta Kardam,Uttar Pradesh,Hapur,Hapur,Parliamentary Member,2025,All recommended works,14.5,12.41,11.56,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,79.7
REAL-312,MP0306,Shri. Surendra Singh Nagar,Uttar Pradesh,Bulandshahr,Bulandshahr,Parliamentary Member,2025,All recommended works,15.0,15.7,13.97,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,93.1
REAL-313,MP0307,Hardwar Dubey,Uttar Pradesh,Agra,Agra,Parliamentary Member,2025,All recommended works,4.5,4.24,3.09,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,68.7
REAL-314,MP0308,Shri. Jai Prakash Nishad,Uttar Pradesh,Gorakhpur,Gorakhpur,Parliamentary Member,2025,All recommended works,4.5,7.07,1.64,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,36.4
REAL-315,MP0309,Chandra Pal Singh Yadav,Uttar Pradesh,Jhansi,Jhansi,Parliamentary Member,2025,All recommended works,20.0,18.04,16.92,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,84.6
REAL-316,MP0306,Shri. Surendra Singh Nagar,Uttar Pradesh,Gautam Budh Nagar,Gautam Budh Nagar,Parliamentary Member,2025,All recommended works,4.5,2.51,2.55,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,56.7
REAL-317,MP0310,Surendra Singh Nagar,Uttar Pradesh,Gautam Budh Nagar,Gautam Budh Nagar,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-318,MP0304,Satish Chandra Misra,Uttar Pradesh,Lucknow,Lucknow,Parliamentary Member,2025,All recommended works,6.03,7.61,7.14,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,118.4
REAL-319,MP0311,Sangeeta Yadav,Uttar Pradesh,Deoria,Deoria,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-320,MP0292,Shri. Neeraj Shekhar,Uttar Pradesh,Ballia,Ballia,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-321,MP0262,Ram Gopal Yadav,Uttar Pradesh,Etawah,Etawah,Parliamentary Member,2025,All recommended works,50.03,48.24,47.78,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,95.5
REAL-322,MP0312,Anil Kumar Jain,Uttar Pradesh,Firozabad,Firozabad,Parliamentary Member,2025,All recommended works,10.0,7.41,5.73,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,57.3
REAL-323,MP0313,Shri. Arun Singh,Uttar Pradesh,Mirzapur,Mirzapur,Parliamentary Member,2025,All recommended works,2.5,2.42,2.38,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,95.2
REAL-324,MP0314,Anil Agarwal,Uttar Pradesh,Ghaziabad,Ghaziabad,Parliamentary Member,2025,All recommended works,10.0,8.39,6.29,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,62.9
REAL-325,MP0315,Rewati Raman Singh,Uttar Pradesh,Allahabad,Allahabad,Parliamentary Member,2025,All recommended works,22.0,28.38,17.73,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,80.6
REAL-326,MP0316,Shri. Shiv Pratap Shukla,Uttar Pradesh,Gorakhpur,Gorakhpur,Parliamentary Member,2025,All recommended works,19.5,22.91,15.77,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,80.9
REAL-327,MP0317,Shri. Pradeep Tamta,Uttarakhand,Bageshwar,Bageshwar,Parliamentary Member,2025,All recommended works,22.0,19.42,18.21,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,82.8
REAL-328,MP0318,Shri. Naresh Bansal,Uttarakhand,Dehradun,Dehradun,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-329,MP0319,Kalpana Saini,Uttarakhand,Haridwar,Haridwar,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-330,MP0320,Anil Baluni,Uttarakhand,Pauri Garhwal,Pauri Garhwal,Parliamentary Member,2025,All recommended works,5.0,2.09,0.6,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,12.0
REAL-331,MP0321,Raj Babbar,Uttarakhand,Dehradun,Dehradun,Parliamentary Member,2025,All recommended works,25.0,25.07,23.5,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,94.0
REAL-332,MP0322,Sushmita Dev,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,2.0,2.03,0.94,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,47.0
REAL-333,MP0323,Shri. Luizinho Joaquim Faleiro,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,4.5,4.41,4.5,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,100.0
REAL-334,MP0324,Abir Ranjan Biswas,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,10.0,7.54,5.92,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,59.2
REAL-335,MP0325,Shri. P. Bhattacharya,West Bengal,Birbhum,Birbhum,Parliamentary Member,2025,All recommended works,14.5,14.13,14.36,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,99.0
REAL-336,MP0326,Sh. Derek O Brien,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,5.0,6.58,5.37,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,107.4
REAL-337,MP0327,Manas Rajan Bhunia,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,5.0,4.64,4.62,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,92.4
REAL-338,MP0328,Shri. Bikash Ranjan Bhattacharya,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,4.5,6.08,2.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,44.4
REAL-339,MP0329,Shri. Dinesh Trivedi,West Bengal,,,Parliamentary Member,2025,All recommended works,0.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0
REAL-340,MP0330,Santanu Sen,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,12.0,9.98,8.2,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,68.3
REAL-341,MP0331,Miss. Dola Sen,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,17.0,15.85,13.94,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,82.0
REAL-342,MP0332,Shri. Jawahar Sircar,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,2.0,1.96,2.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,100.0
REAL-343,MP0333,Md. Nadimul Haque,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,10.0,13.31,12.31,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,123.1
REAL-344,MP0334,Subhasish Chakrobarty,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,10.0,9.76,8.49,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,84.9
REAL-345,MP0335,Shanta Chhetri,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,17.0,14.95,13.98,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,82.2
REAL-346,MP0336,Shri. Subrata Bakshi,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,2.0,1.77,1.04,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,52.0
REAL-347,MP0337,Mausam Noor,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,0.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0
REAL-348,MP0338,Sukhendu Sekhar Ray,West Bengal,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,12.5,12.49,10.66,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,85.3
REAL-349,MP0339,Abhishek Manu Singhvi,West Bengal,Howrah,Howrah,Parliamentary Member,2025,All recommended works,7.5,9.7,3.02,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,40.3
REAL-350,MP0340,Arpita Ghosh,West Bengal,,,Parliamentary Member,2025,All recommended works,0.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0
REAL-Total,MP0341,Total,Total,Total,Total,Parliamentary Member,2025,All recommended works,3276.92,3637.53,2625.42,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,80.1
REAL-1,MP0342,SHRI. Ranjan Gogoi,Nominated,Kamrup Metropolitan,Kamrup Metropolitan,Parliamentary Member,2025,All recommended works,2.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-2,MP0343,Raghunath Mohapatra,Nominated,Khordha,Khordha,Parliamentary Member,2025,All recommended works,5.0,4.59,1.21,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,24.2
REAL-3,MP0344,Gulam Ali,Nominated,Jammu,Jammu,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-4,MP0345,Sonal Mansingh,Nominated,Dang,Dang,Parliamentary Member,2025,All recommended works,9.5,8.15,6.2,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,65.3
REAL-5,MP0346,SHRI. Mahesh Jethmalani,Nominated,Commissioner North Delhi Municipal Corporation,Commissioner North Delhi Municipal Corporation,Parliamentary Member,2025,All recommended works,2.0,2.45,0.04,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,2.0
REAL-6,MP0347,Roopa Ganguly,Nominated,Commissioner South Delhi Municipal Corporation,Commissioner South Delhi Municipal Corporation,Parliamentary Member,2025,All recommended works,5.0,14.99,5.43,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,108.6
REAL-7,MP0348,SHRI. Shambhaji Shahu Chhatrapati,Nominated,Kolhapur,Kolhapur,Parliamentary Member,2025,All recommended works,15.0,17.38,16.86,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,112.4
REAL-8,MP0349,Ram Shakal,Nominated,Mirzapur,Mirzapur,Parliamentary Member,2025,All recommended works,12.0,10.47,7.61,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,63.4
REAL-9,MP0350,V. Vijayendra Prasad,Nominated,East Godavari,East Godavari,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-10,MP0351,Ilaiyaraaja,Nominated,,,Parliamentary Member,2025,All recommended works,0.0,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0
REAL-11,MP0352,M.C Mary Kom,Nominated,Churachandpur,Churachandpur,Parliamentary Member,2025,All recommended works,17.5,26.08,19.39,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,110.8
REAL-12,MP0353,Dharmasthala Veerendra Heggade,Nominated,Dakshin Kannad,Dakshin Kannad,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-13,MP0354,P.T. Usha,Nominated,Kozhikode,Kozhikode,Parliamentary Member,2025,All recommended works,2.5,0.0,0.0,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,0.0
REAL-14,MP0355,Subramonian Swamy,Nominated,Mumbai Suburban,Mumbai Suburban,Parliamentary Member,2025,All recommended works,17.5,26.83,14.13,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,80.7
REAL-15,MP0356,Sh. Rakesh Sinha,Nominated,Begusarai,Begusarai,Parliamentary Member,2025,All recommended works,9.5,9.4,8.66,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,91.2
REAL-16,MP0357,SHRI. Swapan Dasgupta,Nominated,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,20.0,23.11,21.21,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,106.0
REAL-16,MP0360,SHRI. Swapan Dasgupta,Nominated,Kolkata,Kolkata,Parliamentary Member,2025,All recommended works,20.0,23.11,21.21,,Unknown,,Not available in source,,RS_Session_259_AU_2235_1.csv,106.0
