mp_id,mp_name,state,constituency,district,house,entitlement_cr,goi_release_cr,unreleased_cr,tenure,nodal_district,data_source
MP0157,Bhgawat Kishanrao Karad,Maharashtra,Aurangabad,Aurangabad,Parliamentary Member,17.0,2.0,15.0,03.04.2020 to 02.04.2026,Aurangabad,RS_Session_259_AU_2235_1.csv
MP0158,P. Chidambaram,Maharashtra,Mumbai City,Mumbai City,Parliamentary Member,22.13,10.13,12.0,05.07.2016 to 04.07.2022,Mumbai City,RS_Session_259_AU_2235_1.csv
MP0159,Priyanka Vickram Chaturvedi,Maharashtra,Mumbai Suburban,Mumbai Suburban,Parliamentary Member,17.0,2.0,15.0,03.04.2020 to 02.04.2026,Mumbai Suburban,RS_Session_259_AU_2235_1.csv
MP0160,Shri. Rajeev Satav,Maharashtra,Hingoli,Hingoli,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0161,Rajani Ashokrao Patil,Maharashtra,Beed,Beed,Parliamentary Member,17.0,0.0,17.0,27.09.2021 to 02.04.2026,Beed,RS_Session_259_AU_2235_1.csv
MP0162,Anil Desai,Maharashtra,Mumbai City,Mumbai City,Parliamentary Member,22.0,5.0,17.0,03.04.2018 to 02.04.2024,Mumbai City,RS_Session_259_AU_2235_1.csv
MP0163,Sh. Piyush Goyal,Maharashtra,Mumbai City,Mumbai City,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0164,Sh. Sanjay Raut,Maharashtra,Mumbai Suburban,Mumbai Suburban,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0165,Vandana Chavan,Maharashtra,Pune,Pune,Parliamentary Member,22.0,10.0,12.0,03.04.2018 to 02.04.2024,Pune,RS_Session_259_AU_2235_1.csv
MP0166,Anil Sukhdeorao Bonde,Maharashtra,Amravati,Amravati,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0167,Piyush Goyal,Maharashtra,Mumbai City,Mumbai City,Parliamentary Member,22.13,5.13,17.0,05.07.2016 to 04.07.2022,Mumbai City,RS_Session_259_AU_2235_1.csv
MP0168,Fauzia Tahseen Ahmed Khan,Maharashtra,Parbhani,Parbhani,Parliamentary Member,17.0,2.0,15.0,03.04.2020 to 02.04.2026,Parbhani,RS_Session_259_AU_2235_1.csv
MP0169,Shri. Ramdas Athawale,Maharashtra,Mumbai Suburban,Mumbai Suburban,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0170,V. Muraleedharan,Maharashtra,Mumbai Suburban,Mumbai Suburban,Parliamentary Member,22.0,7.5,14.5,03.04.2018 to 02.04.2024,Mumbai Suburban,RS_Session_259_AU_2235_1.csv
MP0171,Shri. Maharaja Sanajaoba Leishemba,Manipur,Imphal East,Imphal East,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0172,Shri. Wanweiroy Kharlukhi,Meghalaya,East Khasi Hills,East Khasi Hills,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0173,Shri. K. Vanlalvena,Mizoram,Aizawl,Aizawl,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0174,Ronald Sapa Tlau,Mizoram,Aizawl,Aizawl,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0175,Sh. K.G Kenye,Nagaland,Kohima,Kohima,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0176,S.phangnon Konyak,Nagaland,Mon,Mon,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0177,Shri. Amar Patnaik,Odisha,Sambalpur,Sambalpur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0178,Niranjan Bishi,Odisha,Bolangir,Bolangir,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0179,Prashanta Nanda,Odisha,Sundargarh,Sundargarh,Parliamentary Member,22.0,10.0,12.0,04.04.2018 to 03.04.2024,Sundargarh,RS_Session_259_AU_2235_1.csv
MP0180,Shri. Prasanna Acharya,Odisha,Baragarh,Baragarh,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0181,Shri. Bhaskar Rao Nekkanti,Odisha,Rayagada,Rayagada,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0182,Manas Ranjan Mangaraj,Odisha,Ganjam,Ganjam,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0183,Shri. Subhash Chandra Singh,Odisha,Bolangir,Bolangir,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0184,Sasmit Patra,Odisha,Sundargarh,Mayurbhanj,Parliamentary Member,9.5,5.0,4.5,29.06.2019 to 01.07.2022,Mayurbhanj,RS_Session_259_AU_2235_1.csv
MP0185,Shri. Muzibulla Khan,Odisha,Khordha,Khordha,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0186,Mamata Mohanta,Odisha,Mayurbhanj,Mayurbhanj,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0187,Shri. Sujeet Kumar,Odisha,Kalahandi,Kalahandi,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0188,Shri. Ashwini Vaishnaw,Odisha,Cuttack,Cuttack,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0189,Shri. Sasmit Patra,Odisha,Mayurbhanj,Mayurbhanj,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0190,Shri. S. Selvaganabathy,Puducherry,Pondicherry,Pondicherry,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0191,N Gokulakrishnan,Puducherry,Pondicherry,Pondicherry,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0192,Ambika Soni,Punjab,Rupnagar,Rupnagar,Parliamentary Member,22.0,7.5,14.5,05.07.2016 to 04.07.2022,Rupnagar,RS_Session_259_AU_2235_1.csv
MP0193,Shri. Ashok,Punjab,Kapurthala,Kapurthala,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0194,Shri. Raghav Chadha,Punjab,Sahibzada Ajit Singh Nagar,Sahibzada Ajit Singh Nagar,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0195,Shri. Shamsher Singh Dullo,Punjab,Fatehgarh Sahib,Fatehgarh Sahib,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0196,Shri. Sandeep Kumar Pathak,Punjab,Firozepur,Firozepur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0197,Sukhdev Singh Dhindsa,Punjab,Sangrur,Sangrur,Parliamentary Member,49.0,47.0,2.0,10.04.2016 to 09.04.2022,Sangrur,RS_Session_259_AU_2235_1.csv
MP0198,Shri. Shwait Malik,Punjab,Amritsar,Amritsar,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0199,Sardar Balwinder Singh Bhunder,Punjab,Mansa,Mansa,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0200,Vikramjit Singh Sahney,Punjab,Sahibzada Ajit Singh Nagar,Sahibzada Ajit Singh Nagar,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0201,Shri. Sanjeev Arora,Punjab,Ludhiana,Ludhiana,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0202,Sant Balbir Singh,Punjab,Jalandhar,Jalandhar,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0203,Sh. Naresh Gujral,Punjab,Jalandhar,Jalandhar,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0204,Shri. Harbhajan Singh,Punjab,Jalandhar,Jalandhar,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0205,Pratap Singh Bajwa,Punjab,Gurdaspur,Gurdaspur,Parliamentary Member,22.0,15.0,7.0,10.04.2016 to 09.04.2022,Gurdaspur,RS_Session_259_AU_2235_1.csv
MP0206,Mukul Balkrishna Wasnik,Rajasthan,Jaipur,Jaipur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0207,Shri. Neeraj Dangi,Rajasthan,Sirohi,Sirohi,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0208,Shri. Harshvardhan Singh Dungarpur,Rajasthan,Dungarpur,Dungarpur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0209,Shri. Ram Kumar Verma,Rajasthan,Dausa,Dausa,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0210,Shri. K.J. Alphons,Rajasthan,Jaipur,Jaipur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0211,Randeep Singh Surjewala,Rajasthan,Jaipur,Jaipur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0212,Pramod Tiwari,Rajasthan,Jaipur,Jaipur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0213,Shri. Om Prakash Mathur,Rajasthan,Jaipur,Jaipur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0214,Shri. Rajendra Gehlot,Rajasthan,Jodhpur,Jodhpur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0215,Manmohan Singh,Rajasthan,Jaipur,Jaipur,Parliamentary Member,14.5,2.5,12.0,20.08.2019 to 03.04.2024,Jaipur,RS_Session_259_AU_2235_1.csv
MP0216,Ghanshyam Tiwari,Rajasthan,Jaipur,Jaipur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0217,Kirodi Lal,Rajasthan,Dausa,Dausa,Parliamentary Member,22.0,12.0,10.0,04.04.2018 to 03.04.2024,Dausa,RS_Session_259_AU_2235_1.csv
MP0218,Bhupender Yadav,Rajasthan,Ajmer,Ajmer,Parliamentary Member,22.0,7.5,14.5,04.04.2018 to 03.04.2024,Ajmer,RS_Session_259_AU_2235_1.csv
MP0219,Shri. K.C Venugopal,Rajasthan,Jaipur,Jaipur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0220,Hishey Lachungpa,Sikkim,East District,East District,Parliamentary Member,22.0,10.0,12.0,24.02.2018 to 23.02.2024,East District,RS_Session_259_AU_2235_1.csv
MP0221,Shri. R. Vaithilingam,Tamil Nadu,Thanjavur,Thanjavur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0222,Shri. T.K.S Elangovan,Tamil Nadu,Chennai,Chennai,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0223,N. Chandrasegharan,Tamil Nadu,Salem,Salem,Parliamentary Member,22.0,2.5,19.5,25.07.2019 to 24.07.2025,Salem,RS_Session_259_AU_2235_1.csv
MP0224,Shri. P. Wilson,Tamil Nadu,Chennai,Chennai,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0225,Shri. P. Selvarasu,Tamil Nadu,Erode,Erode,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0226,Shri. S.R Balasubramonian,Tamil Nadu,Coimbatore,Coimbatore,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0227,K.R.N Rajeshkumar,Tamil Nadu,Namakkal,Namakkal,Parliamentary Member,2.0,2.0,0.0,29.09.2021 to 29.06.2022,Namakkal,RS_Session_259_AU_2235_1.csv
MP0228,A. Navneethakrishnan,Tamil Nadu,Chennai,Chennai,Parliamentary Member,22.0,12.5,9.5,30.06.2016 to 29.06.2022,Chennai,RS_Session_259_AU_2235_1.csv
MP0229,Kanimozhi NVN Somu,Tamil Nadu,Chennai,Chennai,Parliamentary Member,22.0,2.0,20.0,29.07.2021 to 02.04.2026,Chennai,RS_Session_259_AU_2235_1.csv
MP0230,Anbumani Ramadoss,Tamil Nadu,Dharmapuri,Dharmapuri,Parliamentary Member,22.0,4.5,17.5,25.07.2019 to 24.07.2025,Dharmapuri,RS_Session_259_AU_2235_1.csv
MP0231,C.VE Shanmugam,Tamil Nadu,Villupuram,Villupuram,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0232,Shri. M.mohamed Abdulla,Tamil Nadu,Pudukkottai,Pudukkottai,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0233,Shri. M Shanmugam,Tamil Nadu,Thanjavur,Thanjavur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0234,Shri. Tiruchi Siva,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0235,Shri. N Chandrasegharan,Tamil Nadu,Salem,Salem,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0236,Shri. M. Thambidurai,Tamil Nadu,Krishnagiri,Krishnagiri,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0237,Shri. K. P. Munusamy,Tamil Nadu,nan,nan,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0238,R. S. Bharthi,Tamil Nadu,Chennai,Chennai,Parliamentary Member,22.0,20.0,2.0,30.06.2016 to 29.06.2022,Chennai,RS_Session_259_AU_2235_1.csv
MP0239,M. Shanmugam,Tamil Nadu,Thanjavur,Thanjavaur,Parliamentary Member,22.0,4.5,17.5,25.07.2019 to 24.07.2025,Thanjavaur,RS_Session_259_AU_2235_1.csv
MP0240,A. Mohannedjan,Tamil Nadu,Vellore,Vellore,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0241,Shri. N.R. Elango,Tamil Nadu,Chennai,Chennai,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0242,R. Girirajan,Tamil Nadu,Tiruvallur,Tiruvallur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0243,S Kalyanasundaram,Tamil Nadu,Thanjavur,Thanjavur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0244,Sh. A Vijaykumar,Tamil Nadu,Kanniyakumari,Kanniyakumari,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0245,Shri. K. R. N. Rajeshkumar,Tamil Nadu,Namakkal,Namakkal,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0246,R. Dharmar,Tamil Nadu,Ramanathapuram,Ramanathapuram,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0247,Shri. G. K. Vasan,Tamil Nadu,Thanjavur,Thanjavur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0248,Shri. Vaiko,Tamil Nadu,Tenkasi,Tenkasi,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0249,Santhosh Kumar Joganipally,Telangana,Karimnagar,Karimnagar,Parliamentary Member,22.0,5.0,17.0,03.04.2018 to 02.04.2024,Karimnagar,RS_Session_259_AU_2235_1.csv
MP0250,Shri. Lakshmikanta Rao Voditela,Telangana,Karimnagar,Karimnagar,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0251,K. keshava Rao,Telangana,Hyderabad,Hyderabad,Parliamentary Member,22.0,2.0,20.0,10.04.2020 to 09.04.2026,Hyderabad,RS_Session_259_AU_2235_1.csv
MP0252,Shri. Ravichandra Vaddiraju,Telangana,Khamman,Khamman,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0253,Damodar Rao Divakonda,Telangana,Jagtial,Jagtial,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0254,Badugula Lingaiah Yadav,Telangana,Suryapet,Suryapet,Parliamentary Member,22.0,10.0,12.0,03.04.2018 to 02.04.2024,Suryapet,RS_Session_259_AU_2235_1.csv
MP0255,Shri. K. R. Suresh Reddy,Telangana,Nizamabad,Nizamabad,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0256,Prakash Banda,Telangana,Hanumakonda,Hanumakonda,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0257,B. Parthasaradhi Reddy,Telangana,Khamman,Khamman,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0258,Shri. Dharmapuri Srinivas,Telangana,Nizamabad,Nizamabad,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0259,Shri. Manik Saha,Tripura,West Tripura,West Tripura,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0260,Biplab Kumar Deb,Tripura,West Tripura,West Tripura,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0261,Jharna Das Baidya,Tripura,West Tripura,West Tripura,Parliamentary Member,49.0,44.5,4.5,03.04.2016 to 02.04.2022,West Tripura,RS_Session_259_AU_2235_1.csv
MP0262,Ram Gopal Yadav,Uttar Pradesh,Etawah,Nodal District Awaited,Parliamentary Member,0.0,0.0,0.0,26.11.2020 to 25.11.2026,Nodal District Awaited,RS_Session_259_AU_2235_1.csv
MP0263,Tazeen Fatma,Uttar Pradesh,Rampur,Rampur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0264,Jaya Bachchan,Uttar Pradesh,Bhadohi,Bhadohi,Parliamentary Member,22.0,7.5,14.5,03.04.2018 to 02.04.2024,Bhadohi,RS_Session_259_AU_2235_1.csv
MP0265,G. V. L Narasimha Rao,Uttar Pradesh,Varanasi,Varanasi,Parliamentary Member,22.0,5.0,17.0,03.04.2018 to 02.04.2024,Varanasi,RS_Session_259_AU_2235_1.csv
MP0266,Sakaldeep,Uttar Pradesh,Ballia,Ballia,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0267,Sh. Kabil Sibal,Uttar Pradesh,Rae Bareli,Rae Bareli,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0268,Beni Prasad Verma,Uttar Pradesh,Barabanki,Barabanki,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0269,Seema Dwivedi,Uttar Pradesh,Jaunpur,Jaunpur,Parliamentary Member,22.0,2.0,20.0,26.11.2020 to 25.11.2026,Jaunpur,RS_Session_259_AU_2235_1.csv
MP0270,Ravi Prakash Verma,Uttar Pradesh,Kheri,Kheri,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0271,Sanjay Seth,Uttar Pradesh,Lucknow,Lucknow,Parliamentary Member,4.5,2.5,2.0,16.09.2019 to 04.07.2022,Lucknow,RS_Session_259_AU_2235_1.csv
MP0272,Arun Singh,Uttar Pradesh,Mirzapur,Mirzapur,Parliamentary Member,22.0,2.0,20.0,26.11.2020 to 25.11.2026,Mirzapur,RS_Session_259_AU_2235_1.csv
MP0273,Sh. P.l Punia,Uttar Pradesh,Barabanki,Barabanki,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0274,Javed Ali Khan,Uttar Pradesh,Bhimnagar(sambhal),Bhimnagar(sambhal),Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0275,Shri. Syed Zafar Islam,Uttar Pradesh,Moradabad,Moradabad,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0276,Shri. Hardeep Singh Puri,Uttar Pradesh,Sonbhadra,Sonbhadra,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0277,Shri. Sudhanshu Trivedi,Uttar Pradesh,Lucknow,Lucknow,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0278,Neeraj Shekhar,Uttar Pradesh,Ballia,Ballia,Parliamentary Member,22.0,2.0,20.0,26.11.2020 to 25.11.2026,Ballia,RS_Session_259_AU_2235_1.csv
MP0279,Baburam Nishad,Uttar Pradesh,Hamirpur,Hamirpur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0280,Veer Singh,Uttar Pradesh,Moradabad,Moradabad,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0281,Shri. Sukhram Singh Yadav,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0282,Vijay Pal Singh Tomar,Uttar Pradesh,Meerut,Meerut,Parliamentary Member,22.0,7.5,14.5,03.04.2018 to 02.04.2024,Meerut,RS_Session_259_AU_2235_1.csv
MP0283,Raja Ram,Uttar Pradesh,Azamgarh,Azamgarh,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0284,Shri. Sanjay Seth,Uttar Pradesh,Lucknow,Lucknow,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0285,Sh. Amar Singh,Uttar Pradesh,Varanasi,Varanasi,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0286,Kapil Sibal,Uttar Pradesh,Muzaffarnagar,Rae Bareli,Parliamentary Member,22.0,15.0,7.0,05.07.2016 to 04.07.2022,Rae Bareli,RS_Session_259_AU_2235_1.csv
MP0287,Laxmikant Bajpayee,Uttar Pradesh,Meerut,Meerut,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0288,Arun Jaitley,Uttar Pradesh,Rae Bareli,Rae Bareli,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0289,Ashok Bajpai,Uttar Pradesh,Lucknow,Lucknow,Parliamentary Member,22.0,10.0,12.0,03.04.2018 to 02.04.2024,Lucknow,RS_Session_259_AU_2235_1.csv
MP0290,Shri. B. l. Verma,Uttar Pradesh,Budaun,Budaun,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0291,Hardeep Singh Puri,Uttar Pradesh,Sonbhadra,Sonbhadra,Parliamentary Member,22.0,2.0,20.0,26.11.2020 to 25.11.2026,Sonbhadra,RS_Session_259_AU_2235_1.csv
MP0292,Shri. Neeraj Shekhar,Uttar Pradesh,Ballia,Ballia,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0293,Harnath Singh Yadav,Uttar Pradesh,Etah,Etah,Parliamentary Member,22.0,10.0,12.0,03.04.2018 to 02.04.2024,Etah,RS_Session_259_AU_2235_1.csv
MP0294,Vishambhar Prasad Nishad,Uttar Pradesh,Banda,Banda/Chitrakoot,Parliamentary Member,22.0,15.0,7.0,05.07.2016 to 04.07.2022,Banda/Chitrakoot,RS_Session_259_AU_2235_1.csv
MP0295,Jayant Chaudhary,Uttar Pradesh,Baghpat,Baghpat,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0296,Darshana Singh,Uttar Pradesh,Chandauli,Chandauli,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0297,Mithilesh Kumar,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0298,K. Laxman,Uttar Pradesh,Ghaziabad,Ghaziabad,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0299,Sh. Ashok Siddharth,Uttar Pradesh,Farrukhabad,Farrukhabad,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0300,Shri. Brijlal,Uttar Pradesh,Siddharth Nagar,Siddharth Nagar,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0301,Geeta Alias Chandraprabha,Uttar Pradesh,Auraiya,Auraiya,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0302,Shri. Ramji,Uttar Pradesh,Kheri,Kheri,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0303,Radha Mohan Das Agarwal,Uttar Pradesh,Gorakhpur,Gorakhpur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0304,Satish Chandra Misra,Uttar Pradesh,Lucknow,Lucknow,Parliamentary Member,22.0,0.0,22.0,05.07.2016 to 04.07.2022,Lucknow,RS_Session_259_AU_2235_1.csv
MP0305,Kanta Kardam,Uttar Pradesh,Hapur,Hapur,Parliamentary Member,22.0,10.0,12.0,03.04.2018 to 02.04.2024,Hapur,RS_Session_259_AU_2235_1.csv
MP0306,Shri. Surendra Singh Nagar,Uttar Pradesh,Bulandshahr,Bulandshahr,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0307,Hardwar Dubey,Uttar Pradesh,Agra,Agra,Parliamentary Member,22.0,2.0,20.0,26.11.2020 to 25.11.2026,Agra,RS_Session_259_AU_2235_1.csv
MP0308,Shri. Jai Prakash Nishad,Uttar Pradesh,Gorakhpur,Gorakhpur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0309,Chandra Pal Singh Yadav,Uttar Pradesh,Jhansi,Jhansi,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0310,Surendra Singh Nagar,Uttar Pradesh,Gautam Budh Nagar,Gautambudh Nagar,Parliamentary Member,4.5,2.5,2.0,16.09.2019 to 04.07.2022,Gautambudh Nagar,RS_Session_259_AU_2235_1.csv
MP0311,Sangeeta Yadav,Uttar Pradesh,Deoria,Deoria,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0312,Anil Kumar Jain,Uttar Pradesh,Firozabad,Firozabad,Parliamentary Member,12.0,7.5,4.5,03.04.2018 to 02.04.2024,Firozabad,RS_Session_259_AU_2235_1.csv
MP0313,Shri. Arun Singh,Uttar Pradesh,Mirzapur,Mirzapur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0314,Anil Agarwal,Uttar Pradesh,Ghaziabad,Ghaziabad,Parliamentary Member,12.0,7.5,4.5,03.04.2018 to 02.04.2024,Ghaziabad,RS_Session_259_AU_2235_1.csv
MP0315,Rewati Raman Singh,Uttar Pradesh,Allahabad,Allahabad,Parliamentary Member,22.0,17.5,4.5,05.07.2016 to 04.07.2022,Allahabad,RS_Session_259_AU_2235_1.csv
